Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Is Training
250000,1.3760386,37.41538461538462,0.7701898,1.4916051300492323,1.4916051300492323,0.2078096,0.021883285,0.00025072502,0.18357499,0.00041951746,1.0
260000,1.3729472,38.488188976377955,0.8042778,1.707056775777472,1.707056775777472,0.24303901,0.021681357,0.00024907425,0.18302472,0.0004168212,1.0
270000,1.369191,37.5984555984556,0.7703152,1.5929610220046577,1.5929610220046577,0.29403228,0.02444555,0.0002474302,0.18247673,0.00041413595,1.0
280000,1.3669068,37.26640926640927,0.7420279,1.595495590252372,1.595495590252372,0.23141766,0.016238123,0.00024496735,0.1816558,0.00041011325,1.0
290000,1.364672,36.88973384030418,0.79187924,1.6166325811552638,1.6166325811552638,0.24802017,0.016432961,0.00024250762,0.18083589,0.0004060957,1.0
300000,1.3609092,37.891891891891895,0.73723364,1.5408084101401842,1.5408084101401842,0.2086792,0.016223256,0.00024086647,0.1802888,0.0004034151,1.0
310000,1.3576496,40.127049180327866,0.78703606,1.7534686885467528,1.7534686885467528,0.3038103,0.020629136,0.00023922324,0.17974108,0.00040073125,1.0
320000,1.3550495,37.98031496062992,0.7983823,1.6247737831252766,1.6247737831252766,0.23596008,0.02292442,0.00023758423,0.17919473,0.0003980542,1.0
330000,1.3525046,39.84274193548387,0.78178626,1.7046863841073168,1.7046863841073168,0.2693016,0.016613487,0.00023512039,0.17837346,0.00039402983,1.0
340000,1.349589,37.26053639846743,0.8136124,1.6360499809827955,1.6360499809827955,0.2239333,0.016826529,0.00023264988,0.17754991,0.00038999465,1.0
350000,1.3478998,38.79282868525896,0.79573154,1.7059056279564877,1.7059056279564877,0.294735,0.013720073,0.00023100681,0.17700225,0.00038731104,1.0
360000,1.3466781,39.5,0.77833724,1.61774042768746,1.61774042768746,0.20333698,0.017937945,0.00022936326,0.17645438,0.00038462653,1.0
370000,1.3452115,38.72941176470588,0.8156167,1.7235374607321785,1.7235374607321785,0.2566026,0.012398812,0.00022690292,0.1756343,0.00038060805,1.0
380000,1.3440315,39.39754098360656,0.73399884,1.5751672462850321,1.5751672462850321,0.18461093,0.02347276,0.00022444283,0.17481425,0.00037658992,1.0
390000,1.3421968,39.975806451612904,0.78524554,1.616412341594696,1.616412341594696,0.2517688,0.014115361,0.00022279765,0.17426586,0.00037390273,1.0
400000,1.3398033,37.12595419847328,0.7690711,1.594328866361548,1.594328866361548,0.16371518,0.016531728,0.00022115621,0.17371872,0.0003712218,1.0
410000,1.3364269,39.088353413654616,0.7623968,1.7766320685964512,1.7766320685964512,0.28028694,0.015957497,0.00021951305,0.17317101,0.00036853788,1.0
420000,1.3327272,39.46153846153846,0.76276743,1.587859083675904,1.587859083675904,0.25379944,0.015729807,0.00021705325,0.17235109,0.0003645202,1.0
430000,1.3304648,37.99610894941634,0.80497426,1.711329369360023,1.711329369360023,0.41223606,0.016593296,0.00021459124,0.17153041,0.000360499,1.0
440000,1.3284609,39.83265306122449,0.7747257,1.6597244851139128,1.6597244851139128,0.22415408,0.022503747,0.00021294944,0.17098312,0.00035781736,1.0
450000,1.3265882,38.57142857142857,0.82591844,1.6965551245514126,1.6965551245514126,0.21787956,0.022144156,0.00021130867,0.17043619,0.00035513742,1.0
460000,1.3242198,39.08,0.79769826,1.6117234061732888,1.6117234061732888,0.24709547,0.017363492,0.00020884676,0.16961557,0.00035111624,1.0
470000,1.321554,39.44308943089431,0.83391976,1.8283852607132942,1.8283852607132942,0.334377,0.017874196,0.00020638567,0.16879518,0.0003470965,1.0
480000,1.3199797,38.87301587301587,0.8305659,1.7555269051106677,1.7555269051106677,0.43836126,0.012339303,0.00020474606,0.16824867,0.00034441845,1.0
490000,1.3193277,38.29803921568627,0.8241026,1.6554124104772128,1.6554124104772128,0.255076,0.014864358,0.00020310625,0.16770211,0.0003417401,1.0
500000,1.317561,37.765625,0.85479903,1.749635356478393,1.749635356478393,0.36418322,0.016400944,0.00020146165,0.16715387,0.00033905398,1.0
510000,1.315345,39.193548387096776,0.820201,1.5911371487540653,1.5911371487540653,0.2686271,0.018764377,0.00019900195,0.16633397,0.00033503646,1.0
520000,1.3126125,37.81395348837209,0.821017,1.7487381596204847,1.7487381596204847,0.25565097,0.01763117,0.00019653486,0.16551161,0.00033100686,1.0
530000,1.3089668,40.099173553719005,0.8414877,1.8976048649835193,1.8976048649835193,0.3098477,0.015347269,0.00019489105,0.16496368,0.00032832194,1.0
540000,1.3057967,39.36144578313253,0.8058241,1.5777601107775447,1.5777601107775447,0.2888618,0.018354995,0.00019324644,0.16441545,0.00032563583,1.0
550000,1.3045348,40.551867219917014,0.79049325,1.925140472739564,1.925140472739564,0.25582445,0.019029658,0.00019160364,0.16386788,0.00032295252,1.0
560000,1.3032118,41.36864406779661,0.7819915,1.7918840620856165,1.7918840620856165,0.34946778,0.018425895,0.00018914115,0.16304705,0.00031893046,1.0
570000,1.3015405,39.39676113360324,0.83661264,1.680698198481248,1.680698198481248,0.23233052,0.015526848,0.00018667945,0.16222647,0.00031490962,1.0
580000,1.3001939,39.016,0.80033237,1.6278407354950906,1.6278407354950906,0.374475,0.016338805,0.00018503747,0.16167912,0.00031222776,1.0
590000,1.2989938,39.403225806451616,0.8002869,1.658994555082773,1.658994555082773,0.2244426,0.018552423,0.00018339409,0.16113135,0.00030954357,1.0
600000,1.296914,42.36521739130435,0.8287048,1.764609716217155,1.764609716217155,0.22493666,0.020147875,0.00018093555,0.16031183,0.000305528,1.0
610000,1.2956767,41.883620689655174,0.886206,1.8982796876145334,1.8982796876145334,0.3643486,0.015792007,0.00017846565,0.15948851,0.00030149383,1.0
620000,1.2938851,41.00420168067227,0.8907066,1.8560836693162428,1.8560836693162428,0.36027753,0.019159397,0.00017682688,0.15894225,0.00029881712,1.0
630000,1.2914289,41.51054852320675,0.9550003,2.041439951692201,2.041439951692201,0.32797772,0.014502488,0.00017518169,0.15839386,0.0002961299,1.0
640000,1.2890946,39.96265560165975,0.85434496,1.6894232164836522,1.6894232164836522,0.35136133,0.017297542,0.0001735393,0.15784642,0.00029344735,1.0
650000,1.2870436,40.243801652892564,0.8764348,1.8376129543454933,1.8376129543454933,0.3235034,0.019631375,0.00017107927,0.1570264,0.0002894294,1.0
660000,1.2851149,43.14782608695652,0.92346555,1.9924150793772677,1.9924150793772677,0.36806488,0.022349302,0.00016861883,0.15620628,0.00028541073,1.0
670000,1.283516,42.80263157894737,0.9573534,1.9959882554565476,1.9959882554565476,0.42022485,0.017243683,0.00016697627,0.15565874,0.00028272776,1.0
680000,1.282884,43.41777777777778,0.9855772,2.0881466967529723,2.0881466967529723,0.38688725,0.01410905,0.00016532927,0.15510972,0.00028003767,1.0
690000,1.2826638,43.111111111111114,0.994824,2.0020195659663944,2.0020195659663944,0.5217099,0.015323976,0.00016286736,0.15428911,0.0002760166,1.0
700000,1.2802193,42.30042918454936,0.9435654,1.882827907225093,1.882827907225093,0.32553643,0.016825836,0.00016040824,0.15346938,0.00027200006,1.0
710000,1.2777506,43.030837004405285,0.924254,1.8424075055489981,1.8424075055489981,0.2555754,0.016594758,0.00015876368,0.1529212,0.00026931387,1.0
720000,1.2759068,44.4,0.93310535,1.9645237278023904,1.9645237278023904,0.31417784,0.016139863,0.00015712164,0.15237385,0.00026663195,1.0
730000,1.2753662,45.51162790697674,0.88914585,1.8939015724457973,1.8939015724457973,0.2864023,0.018660948,0.00015548049,0.15182681,0.0002639513,1.0
740000,1.2745223,44.04504504504504,0.96107924,2.0716390164720044,2.0716390164720044,0.34471372,0.017016571,0.00015301828,0.15100607,0.0002599297,1.0
750000,1.2744038,47.20873786407767,0.9306701,2.0619331269877628,2.0619331269877628,0.58494544,0.021346124,0.00015055205,0.15018399,0.00025590154,1.0
760000,1.2737843,46.44285714285714,0.9798203,1.9551695979067258,1.9551695979067258,0.29845184,0.017960858,0.00014890944,0.14963648,0.0002532187,1.0
770000,1.2724466,46.0046511627907,1.0026025,2.087480116167734,2.087480116167734,0.34434128,0.014052028,0.00014727068,0.14909022,0.000250542,1.0
780000,1.2713206,45.59069767441861,0.9859714,2.0808175697402898,2.0808175697402898,0.3888915,0.017713347,0.00014562866,0.14854287,0.00024786004,1.0
790000,1.2701073,47.88669950738916,0.96031374,2.0506004796918536,2.0506004796918536,0.3491155,0.015944233,0.00014316056,0.14772016,0.00024382879,1.0
800000,1.2688743,45.666666666666664,1.0240234,2.145512173978474,2.145512173978474,0.4030444,0.014011535,0.00014069886,0.14689961,0.00023980804,1.0
810000,1.2683932,46.717703349282296,0.9248326,1.9618259082998386,1.9618259082998386,0.2622277,0.01872373,0.00013905605,0.14635201,0.00023712483,1.0
820000,1.2682916,45.86448598130841,0.93918633,1.9664014978595425,1.9664014978595425,0.251481,0.012761782,0.00013741085,0.14580362,0.00023443767,1.0
830000,1.2676541,46.468599033816425,0.9459991,1.8923799313891392,1.8923799313891392,0.2782164,0.014825817,0.00013494157,0.14498049,0.00023040442,1.0
840000,1.2665097,48.5219512195122,0.9640305,2.03637301720971,2.03637301720971,0.275382,0.015663372,0.00013247885,0.14415959,0.00022638205,1.0
850000,1.2647525,44.562790697674416,0.933421,1.9209746064411268,1.9209746064411268,0.26081485,0.015675446,0.0001308335,0.14361115,0.00022369453,1.0
860000,1.2633499,48.34299516908212,0.9433259,2.016935442836539,2.016935442836539,0.2797912,0.010808173,0.00012919286,0.14306426,0.00022101491,1.0
870000,1.2626811,46.07109004739336,0.96101767,1.969370591838213,1.969370591838213,0.26664656,0.0133423405,0.00012755164,0.14251718,0.00021833426,1.0
880000,1.2616538,47.36407766990291,0.9594483,2.050525346563922,2.050525346563922,0.35506767,0.017643284,0.00012508397,0.14169464,0.0002143037,1.0
890000,1.2602922,47.700980392156865,0.91514987,2.0547367049830743,2.0547367049830743,0.30756062,0.019250339,0.00012262266,0.14087419,0.0002102836,1.0
900000,1.2595092,46.74647887323944,0.9721089,2.139082335005624,2.139082335005624,0.26888058,0.017630313,0.00012098187,0.14032726,0.0002076036,1.0
910000,1.2589166,47.72682926829268,1.0445259,2.3257023705941875,2.3257023705941875,0.44721335,0.015109688,0.000119336255,0.1397787,0.0002049158,1.0
920000,1.2583423,44.93457943925234,1.1265669,2.1905528690631146,2.1905528690631146,0.50992143,0.020631976,0.00011687087,0.13895693,0.00020088896,1.0
930000,1.2572665,51.83684210526316,0.9990106,2.372988427126127,2.372988427126127,0.39588904,0.0140488595,0.00011439647,0.13813213,0.00019684744,1.0
940000,1.2565603,46.2,0.97344834,1.9854716609850107,1.9854716609850107,0.46271867,0.01360779,0.000112753456,0.13758446,0.0001941639,1.0
950000,1.2557055,49.57142857142857,1.0191565,2.185255128890276,2.185255128890276,0.32734686,0.017037362,0.00011111287,0.13703759,0.00019148426,1.0
960000,1.254106,48.53,1.0627633,2.4060761191882194,2.4060761191882194,1.1664321,0.016240627,0.00010946409,0.13648799,0.00018879122,1.0
970000,1.2527717,44.55605381165919,1.0733086,2.049149282844612,2.049149282844612,0.5536597,0.01759737,0.000107000975,0.13566697,0.00018476814,1.0
980000,1.2516725,48.814070351758794,1.0329411,2.3935470714341456,2.3935470714341456,1.3690413,0.019800993,0.0001045337,0.13484454,0.00018073825,1.0
990000,1.2506334,49.19402985074627,1.08636,2.292827175624335,2.292827175624335,0.4603435,0.016267588,0.00010288767,0.13429588,0.00017804977,1.0
1000000,1.2502818,47.63106796116505,1.1480256,2.532185417355843,2.532185417355843,1.0938884,0.014669592,0.00010124408,0.13374801,0.00017536522,1.0
1010000,1.2497348,47.009661835748794,1.1218506,2.2705194763122845,2.2705194763122845,0.98600686,0.0148845,9.959748e-05,0.13319914,0.00017267576,1.0
1020000,1.249128,49.095,1.1447121,2.3769714313479673,2.3769714313479673,0.74133456,0.015125075,9.713408e-05,0.13237801,0.00016865219,1.0
1030000,1.2481811,45.95754716981132,1.1908522,2.4457683886559503,2.4457683886559503,1.0810016,0.019353192,9.4668896e-05,0.13155627,0.00016462572,1.0
1040000,1.2472558,52.47089947089947,1.1514713,2.4719041101831607,2.4719041101831607,0.51511633,0.012907147,9.302168e-05,0.1310072,0.0001619353,1.0
1050000,1.2467998,49.05527638190955,1.1291149,2.314144755914882,2.314144755914882,0.46737394,0.013560057,9.137449e-05,0.13045813,0.0001592449,1.0
1060000,1.2458136,42.964125560538115,1.207496,2.374553487139165,2.374553487139165,0.7941015,0.013251612,8.8906585e-05,0.12963548,0.00015521397,1.0
1070000,1.2447065,50.666666666666664,1.0956348,2.34244676020283,2.34244676020283,0.84950036,0.013502525,8.644148e-05,0.12881379,0.00015118762,1.0
1080000,1.2437187,47.6551724137931,1.1000568,2.4238810492496863,2.4238810492496863,0.96927726,0.022331765,8.4800486e-05,0.1282668,0.00014850732,1.0
1090000,1.2427154,49.54679802955665,1.179605,2.5597455484220886,2.5597455484220886,1.1050674,0.010976233,8.315629e-05,0.12771872,0.0001458218,1.0
1100000,1.2421496,47.140776699029125,1.2309664,2.4423481794526274,2.4423481794526274,1.4023466,0.016327394,8.1511476e-05,0.12717049,0.00014313529,1.0
1110000,1.2414589,44.276018099547514,1.1887122,2.223149857504875,2.223149857504875,0.6508535,0.017562829,7.9050675e-05,0.1263502,0.00013911599,1.0
1120000,1.2404016,46.51184834123223,1.1066363,2.3368084378681093,2.3368084378681093,0.7785191,0.021813396,7.658029e-05,0.12552671,0.00013508098,1.0
1130000,1.2397511,47.834146341463416,1.1526605,2.616836647576123,2.616836647576123,1.6023805,0.01790281,7.493829e-05,0.12497942,0.00013239909,1.0
1140000,1.2392522,44.00896860986547,1.2177583,2.3822526162983055,2.3822526162983055,1.8657516,0.021081526,7.329768e-05,0.12443254,0.00012971944,1.0
1150000,1.2388599,45.91079812206573,1.2563052,2.8684613077503416,2.8684613077503416,1.6729354,0.015971739,7.082838e-05,0.12360944,0.0001256862,1.0
1160000,1.2381691,46.595238095238095,1.3036131,2.50447810460769,2.50447810460769,0.8089113,0.016966011,6.836849e-05,0.12278946,0.0001216684,1.0
1170000,1.237524,41.724137931034484,1.476183,2.9566303144112744,2.9566303144112744,1.4923463,0.018045511,6.672707e-05,0.122242354,0.000118987424,1.0
1180000,1.2365669,46.3177570093458,1.3081039,2.764751301782432,2.764751301782432,1.206638,0.017175,6.508649e-05,0.121695474,0.000116307776,1.0
1190000,1.2355088,43.45291479820628,1.4718585,2.949791758216817,2.949791758216817,2.3461328,0.015735095,6.344127e-05,0.12114708,0.000113620634,1.0
1200000,1.2346039,45.81395348837209,1.4080049,2.738667068578476,2.738667068578476,1.6659064,0.01627326,6.0980878e-05,0.12032692,0.00010960197,1.0
1210000,1.2339827,45.06542056074766,1.4157667,2.68679622755708,2.68679622755708,1.0974121,0.01643319,5.8522295e-05,0.11950739,0.000105586274,1.0
1220000,1.2332964,42.257510729613735,1.4276984,2.774461994377466,2.774461994377466,1.5577888,0.018306408,5.688008e-05,0.118959986,0.000102904,1.0
1230000,1.2325324,40.09053497942387,1.5727291,3.119584035836468,3.119584035836468,1.9288317,0.014279964,5.5237895e-05,0.11841259,0.00010022174,1.0
1240000,1.2322104,43.46875,1.5902537,3.244423735421151,3.244423735421151,1.6122917,0.013314607,5.3595482e-05,0.11786513,9.753916e-05,1.0
1250000,1.2315292,43.563876651982376,1.5004101,2.955206752955782,2.955206752955782,1.7044431,0.014133335,5.1129282e-05,0.11704306,9.3511015e-05,1.0
1260000,1.2308664,42.324675324675326,1.6311092,3.190134696114115,3.190134696114115,2.0001395,0.012803584,4.8663693e-05,0.116221204,8.9483896e-05,1.0
1270000,1.2302822,40.46666666666667,1.5928419,3.210010043717921,3.210010043717921,1.5479224,0.01147894,4.702348e-05,0.11567447,8.6804874e-05,1.0
1280000,1.2297928,40.93305439330544,1.4944453,2.6201759646627196,2.6201759646627196,2.6187046,0.01742458,4.5375484e-05,0.11512514,8.411313e-05,1.0
1290000,1.2293885,41.25,1.6689223,3.131734221479145,3.131734221479145,1.436516,0.014227139,4.2903186e-05,0.11430104,8.007507e-05,1.0
1300000,1.229028,42.27391304347826,1.5201875,2.807705084611843,2.807705084611843,1.858581,0.016952125,4.043828e-05,0.1134794,7.604905e-05,1.0
1310000,1.2286913,39.558704453441294,1.6199459,3.218779327363018,3.218779327363018,2.4887946,0.013593508,3.879588e-05,0.11293193,7.3366464e-05,1.0
1320000,1.2283586,39.21912350597609,1.6322043,2.9988349747224397,2.9988349747224397,1.3840611,0.012327978,3.715709e-05,0.112385675,7.0689755e-05,1.0
1330000,1.2279999,39.32780082987552,1.6022654,3.1939862123267218,3.1939862123267218,2.169722,0.019288553,3.5509285e-05,0.111836396,6.799834e-05,1.0
1340000,1.2274232,37.79245283018868,1.8084061,3.478037997177153,3.478037997177153,2.299685,0.014127519,3.304529e-05,0.11101506,6.397383e-05,1.0
1350000,1.2268875,39.17741935483871,1.7384636,3.130648166572134,3.130648166572134,1.2077694,0.019011863,3.057668e-05,0.1101922,5.9941773e-05,1.0
1360000,1.2265795,35.0,1.6724019,3.0510888325599885,3.0510888325599885,2.3158689,0.013874965,2.893789e-05,0.109645925,5.7265068e-05,1.0
1370000,1.226364,35.611111111111114,1.6010756,3.0829681427390487,3.0829681427390487,2.193004,0.019926239,2.7295488e-05,0.10909846,5.4582477e-05,1.0
1380000,1.226068,36.298892988929886,1.9669679,3.44961984309873,3.44961984309873,2.668199,0.015778763,2.4832798e-05,0.108277574,5.0560084e-05,1.0
1390000,1.2257935,38.56299212598425,1.8120229,3.231983080154329,3.231983080154329,2.0178995,0.017430136,2.2367285e-05,0.10745573,4.6533074e-05,1.0
1400000,1.2257621,36.66792452830189,1.8402721,3.0474378510466162,3.0474378510466162,2.3970304,0.012786655,2.07247e-05,0.1069082,4.3850196e-05,1.0
1410000,1.225556,36.69056603773585,1.6703019,3.0443894927934654,3.0443894927934654,2.0523036,0.012437278,1.9083693e-05,0.106361195,4.116987e-05,1.0
1420000,1.2253202,35.99256505576208,1.6291679,2.8023459313368355,2.8023459313368355,1.8775911,0.0142404465,1.7436902e-05,0.105812274,3.8480117e-05,1.0
1430000,1.2251381,34.66308243727599,1.8859557,3.593241029168649,3.593241029168649,2.9520683,0.012543377,1.496809e-05,0.104989335,3.4447723e-05,1.0
1440000,1.2249848,37.03861003861004,1.7619138,3.1198839386098056,3.1198839386098056,1.6809094,0.014899114,1.2503302e-05,0.10416774,3.0421903e-05,1.0
1450000,1.224872,34.262068965517244,1.978281,3.301650618684703,3.301650618684703,2.5202978,0.022665538,1.0860289e-05,0.10362007,2.7738317e-05,1.0
1460000,1.2247423,36.66792452830189,1.7412882,3.0213528872801447,3.0213528872801447,1.6351979,0.015033506,9.219101e-06,0.103073,2.5057703e-05,1.0
1470000,1.2246636,34.028169014084504,1.8598175,3.3277779399010705,3.3277779399010705,2.624068,0.008878993,7.579699e-06,0.10252653,2.2380013e-05,1.0
1480000,1.224619,36.78409090909091,1.9101158,3.1550825496740416,3.1550825496740416,1.9965615,0.015861388,5.1064e-06,0.101702094,1.834029e-05,1.0
1490000,1.2245902,35.58695652173913,1.9884545,3.3088630579843903,3.3088630579843903,1.9146388,0.014832126,2.6428977e-06,0.10088094,1.4316572e-05,1.0
1500000,1.2245774,35.315018315018314,2.1259017,3.6083577635660493,3.6083577635660493,1.9016491,0.018670496,1.0021015e-06,0.10033401,1.1636602e-05,1.0
